table_name,column_name,ordinal_position,data_type,numeric_precision,numeric_scale,character_maximum_length,is_nullable,is_pk,is_fk,fk_table_name,fk_column_name,description
tbl_rdb_systems,location_id,3,integer,32,0,NULL,NO,NO,YES,tbl_locations,location_id,"Specifies the geographical applicability of the RDB system, e.g., UK, international, New Forest."
tbl_rdb_systems,rdb_first_published,4,smallint,16,0,NULL,YES,NO,NO,NULL,NULL,The year the RDB system was first published.
tbl_rdb_systems,rdb_system,5,character varying,NULL,NULL,10,YES,NO,NO,NULL,NULL,The name or title of the RDB system.
tbl_rdb_systems,rdb_system_date,6,integer,32,0,NULL,YES,NO,NO,NULL,NULL,"The date related to the RDB system, possibly indicating the version or update year."
tbl_rdb_systems,rdb_version,7,character varying,NULL,NULL,10,YES,NO,NO,NULL,NULL,The version or edition number of the RDB system.
tbl_rdb_systems,date_updated,8,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_rdb_systems,rdb_system_uuid,9,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_record_types,record_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_record_types,record_type_name,2,character varying,NULL,NULL,50,YES,NO,NO,NULL,NULL,Concise name representing the proxy or proxies within the group.
tbl_record_types,record_type_description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Provides a detailed explanation of the group's composition and the rationale for its categorization.
tbl_record_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_relative_age_refs,relative_age_ref_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_relative_age_refs,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions the relative age definition.
tbl_relative_age_refs,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_relative_age_refs,relative_age_id,4,integer,32,0,NULL,NO,NO,YES,tbl_relative_ages,relative_age_id,Specifies the the relative age defined by this reference.
tbl_relative_age_types,relative_age_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_relative_age_types,age_type,2,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"The name of the chronological age type, which can include archaeological periods, specific calendar dates, calendar age ranges, or periods defined by the Blytt-Sernander classification."
tbl_relative_age_types,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A detailed explanation of the chronological age type, such as a period marked by archaeological or geological evidence indicating cultural activities or climate changes as inferred from paleo-vegetation records."
tbl_relative_age_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_relative_ages,relative_age_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_relative_ages,relative_age_type_id,2,integer,32,0,NULL,YES,NO,YES,tbl_relative_age_types,relative_age_type_id,Specifies the type of relative age.
tbl_relative_ages,relative_age_name,3,character varying,NULL,NULL,50,YES,NO,NO,NULL,NULL,"Name of the dating period, e.g., 'Bronze Age'. Calendar ages should be named appropriately, such as 'AD 1492' or '74 BC'."
tbl_relative_ages,description,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A detailed description of the period, typically outlining its characteristics."
tbl_relative_ages,c14_age_older,5,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,"C14 age of the older boundary of the period, if applicable."
tbl_relative_ages,c14_age_younger,6,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,"C14 age of the younger boundary of the period, if applicable. Leave blank for calendar ages."
tbl_relative_ages,cal_age_older,7,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,"Approximate age before present (1950) of the earliest boundary of the period, or the calendar age converted to BP if applicable."
tbl_relative_ages,cal_age_younger,8,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,"Approximate age before present (1950) of the latest boundary of the period, or the calendar age converted to BP if applicable."
tbl_relative_ages,notes,9,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Additional notes on the period, such as definitions' reliability or boundary uncertainties."
tbl_relative_ages,date_updated,10,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_relative_ages,location_id,11,integer,32,0,NULL,YES,NO,YES,tbl_locations,location_id,Specifies the location related to the period.
tbl_relative_ages,abbreviation,12,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Standard abbreviated form of the period name, if available."
tbl_relative_ages,relative_age_uuid,13,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_relative_dates,relative_date_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_relative_dates,relative_age_id,2,integer,32,0,NULL,YES,NO,YES,tbl_relative_ages,relative_age_id,Specifies the relative age definition.
tbl_relative_dates,method_id,4,integer,32,0,NULL,YES,NO,YES,tbl_methods,method_id,Specifies the method used for dating the sample to a period or calendar date.
tbl_relative_dates,notes,5,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Additional notes regarding the sample's dating, including any specific details or observations."
tbl_relative_dates,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_relative_dates,dating_uncertainty_id,7,integer,32,0,NULL,YES,NO,YES,tbl_dating_uncertainty,dating_uncertainty_id,Specifies the uncertainty category related to the dating method used.
tbl_relative_dates,analysis_entity_id,8,integer,32,0,NULL,NO,NO,YES,tbl_analysis_entities,analysis_entity_id,Identifies the specific analysis entity associated with this record.
tbl_sample_alt_refs,sample_alt_ref_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_alt_refs,alt_ref,2,character varying,NULL,NULL,80,NO,NO,NO,NULL,NULL,Alternative reference name for the physical sample.
tbl_sample_alt_refs,alt_ref_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_alt_ref_types,alt_ref_type_id,Specifies the type of alternative identification.
tbl_sample_alt_refs,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_alt_refs,physical_sample_id,5,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_sample_colours,sample_colour_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_colours,colour_id,2,integer,32,0,NULL,NO,NO,YES,tbl_colours,colour_id,Specifies the unique identifier for a color.
tbl_sample_colours,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_colours,physical_sample_id,4,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_sample_coordinates,sample_coordinate_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_coordinates,physical_sample_id,2,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_sample_coordinates,coordinate_method_dimension_id,3,integer,32,0,NULL,NO,NO,YES,tbl_coordinate_method_dimensions,coordinate_method_dimension_id,Specifies referencing the method used to determine the grid type.
tbl_sample_coordinates,measurement,4,numeric,20,10,NULL,NO,NO,NO,NULL,NULL,The specific coordinate measurement value.
tbl_sample_coordinates,accuracy,5,numeric,20,10,NULL,YES,NO,NO,NULL,NULL,"Describes the precision of the GPS data, e.g., 5m, 10m, 0.01m."
tbl_sample_coordinates,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_description_sample_group_contexts,sample_description_sample_group_context_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_description_sample_group_contexts,sampling_context_id,2,integer,32,0,NULL,YES,NO,YES,tbl_sample_group_sampling_contexts,sampling_context_id,"Specifies the sampling context, providing contextual details about the sampling environment."
tbl_sample_description_sample_group_contexts,sample_description_type_id,3,integer,32,0,NULL,YES,NO,YES,tbl_sample_description_types,sample_description_type_id,"Specifies the sample description type, indicating the type of sample described."
tbl_sample_description_sample_group_contexts,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_description_types,sample_description_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_description_types,type_name,2,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,Name assigned to the sample type.
tbl_sample_description_types,type_description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Detailed description of the sample type.
tbl_sample_description_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_descriptions,sample_description_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_descriptions,sample_description_type_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sample_description_types,sample_description_type_id,Specifies the type identifier for the sample description.
tbl_sample_descriptions,physical_sample_id,3,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_sample_descriptions,description,4,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Textual description of the sample.
tbl_sample_descriptions,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_dimensions,sample_dimension_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_dimensions,physical_sample_id,2,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_sample_dimensions,dimension_id,3,integer,32,0,NULL,NO,NO,YES,tbl_dimensions,dimension_id,"Specifies the specific dimension being measured  (e.g., length, width, height).."
tbl_sample_dimensions,method_id,4,integer,32,0,NULL,NO,NO,YES,tbl_methods,method_id,"Specifies the measurement method used, including associated units."
tbl_sample_dimensions,dimension_value,5,numeric,20,10,NULL,NO,NO,NO,NULL,NULL,The quantified value of the measured dimension.
tbl_sample_dimensions,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_dimensions,qualifier_id,7,integer,32,0,NULL,YES,NO,YES,tbl_value_qualifiers,qualifier_id,NULL
tbl_sample_group_coordinates,sample_group_position_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_group_coordinates,coordinate_method_dimension_id,2,integer,32,0,NULL,NO,NO,YES,tbl_coordinate_method_dimensions,coordinate_method_dimension_id,Specifies the method and dimension used for determining coordinates.
tbl_sample_group_coordinates,sample_group_position,3,numeric,20,10,NULL,YES,NO,NO,NULL,NULL,Describes the specific position within the sample group.
tbl_sample_group_coordinates,position_accuracy,4,character varying,NULL,NULL,128,YES,NO,NO,NULL,NULL,Specifies the accuracy level of the recorded position.
tbl_sample_group_coordinates,sample_group_id,5,integer,32,0,NULL,NO,NO,YES,tbl_sample_groups,sample_group_id,Identifies the specific sample group.
tbl_sample_group_coordinates,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_group_description_type_sampling_contexts,sample_group_description_type_sampling_context_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_group_description_type_sampling_contexts,sampling_context_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sample_group_sampling_contexts,sampling_context_id,"Specifies the sampling context, providing contextual details about the sampling environment."
tbl_sample_group_description_type_sampling_contexts,sample_group_description_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_sample_group_description_types,sample_group_description_type_id,Specifies the description type.
tbl_sample_group_description_type_sampling_contexts,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_group_description_types,sample_group_description_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_group_description_types,type_name,2,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,The name or label of the sample group description type.
tbl_sample_group_description_types,type_description,3,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A detailed description of the sample group description type.
tbl_sample_group_description_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_group_descriptions,sample_group_description_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_group_descriptions,group_description,2,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Textual description of the sample group.
tbl_sample_group_descriptions,sample_group_description_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_sample_group_description_types,sample_group_description_type_id,Specifies the type of description for the sample group.
tbl_sample_group_descriptions,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_group_descriptions,sample_group_id,5,integer,32,0,NULL,YES,NO,YES,tbl_sample_groups,sample_group_id,Specifies the specific sample group.
tbl_sample_group_dimensions,sample_group_dimension_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_group_dimensions,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_group_dimensions,dimension_id,3,integer,32,0,NULL,NO,NO,YES,tbl_dimensions,dimension_id,"Specifies the specific dimension being measured  (e.g., length, width, height).."
tbl_sample_group_dimensions,dimension_value,4,numeric,20,5,NULL,NO,NO,NO,NULL,NULL,The quantified value of the measured dimension.
tbl_sample_group_dimensions,sample_group_id,5,integer,32,0,NULL,NO,NO,YES,tbl_sample_groups,sample_group_id,Identifies the specific sample group.
tbl_sample_group_dimensions,qualifier_id,6,integer,32,0,NULL,YES,NO,YES,tbl_value_qualifiers,qualifier_id,NULL
tbl_sample_group_notes,sample_group_note_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_group_notes,sample_group_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sample_groups,sample_group_id,Identifies the specific sample group.
tbl_sample_group_notes,note,3,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Textual note providing additional information about the sample group.
tbl_sample_group_notes,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_group_references,sample_group_reference_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_group_references,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions the sample group.
tbl_sample_group_references,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_group_references,sample_group_id,4,integer,32,0,NULL,YES,NO,YES,tbl_sample_groups,sample_group_id,Identifies the specific sample group.
tbl_sample_group_sampling_contexts,sampling_context_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_group_sampling_contexts,sampling_context,2,character varying,NULL,NULL,80,NO,NO,NO,NULL,NULL,"Concise and descriptive name for the sampling context, e.g., stratigraphic sequence or archaeological excavation."
tbl_sample_group_sampling_contexts,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Detailed explanation of the sampling context term.
tbl_sample_group_sampling_contexts,sort_order,4,smallint,16,0,NULL,NO,NO,NO,NULL,NULL,"Defines the order for grouping similar or related contexts, facilitating the organization of modern and paleo investigations."
tbl_sample_group_sampling_contexts,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_groups,sample_group_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_groups,site_id,2,integer,32,0,NULL,YES,NO,YES,tbl_sites,site_id,"Specifies the site where the samples were collected, linking to additional site-specific information."
tbl_sample_groups,sampling_context_id,3,integer,32,0,NULL,YES,NO,YES,tbl_sample_group_sampling_contexts,sampling_context_id,"Specifies the sampling context, providing contextual details about the sampling environment."
tbl_sample_groups,method_id,4,integer,32,0,NULL,NO,NO,YES,tbl_methods,method_id,"Specifies the method of sample retrieval, such as 'Russian auger core' or 'pitfall traps'. Distinct from sampling context, this specifies the method used rather than the investigation type."
tbl_sample_groups,sample_group_name,5,character varying,NULL,NULL,100,YES,NO,NO,NULL,NULL,"A unique identifier name for the sample group. For ceramics, this should be the vessel number."
tbl_sample_groups,sample_group_description,6,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Detailed description of the sample group, providing context and additional information."
tbl_sample_groups,date_updated,7,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_groups,sample_group_uuid,8,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_sample_horizons,sample_horizon_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_horizons,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_horizons,horizon_id,3,integer,32,0,NULL,NO,NO,YES,tbl_horizons,horizon_id,Specifies the horizon details.
tbl_sample_horizons,physical_sample_id,4,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_sample_location_type_sampling_contexts,sample_location_type_sampling_context_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_location_type_sampling_contexts,sampling_context_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sample_group_sampling_contexts,sampling_context_id,"Specifies the sampling context, providing contextual details about the sampling environment."
tbl_sample_location_type_sampling_contexts,sample_location_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_sample_location_types,sample_location_type_id,Specifies the unique identifier for a sample location type.
tbl_sample_location_type_sampling_contexts,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_location_types,sample_location_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_location_types,location_type,2,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,The name or identifier of the sample location type.
tbl_sample_location_types,location_type_description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A detailed description of the sample location type.
tbl_sample_location_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_locations,sample_location_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_locations,sample_location_type_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sample_location_types,sample_location_type_id,Specifies the type of the sample location.
tbl_sample_locations,physical_sample_id,3,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_sample_locations,location,4,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,The specific location description of the sample.
tbl_sample_locations,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_notes,sample_note_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_notes,physical_sample_id,2,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_sample_notes,note_type,3,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"The origin or category of the note, such as 'field note' or 'lab note'."
tbl_sample_notes,note,4,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,The content of the note.
tbl_sample_notes,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sample_types,sample_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_sample_types,type_name,2,character varying,NULL,NULL,40,NO,NO,NO,NULL,NULL,The name or label of the sample type.
tbl_sample_types,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Detailed description of the sample type.
tbl_sample_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_season_types,season_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_season_types,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_season_types,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A detailed description of the season type.
tbl_season_types,season_type,4,character varying,NULL,NULL,30,YES,NO,NO,NULL,NULL,The name or identifier of the season type.
tbl_seasons,season_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_seasons,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_seasons,season_name,3,character varying,NULL,NULL,20,YES,NO,NO,NULL,NULL,"Name of the season, e.g., Winter, Spring."
tbl_seasons,season_type,4,character varying,NULL,NULL,30,YES,NO,NO,NULL,NULL,"Descriptive category for the season, such as meteorological or astronomical."
tbl_seasons,season_type_id,5,integer,32,0,NULL,YES,NO,YES,tbl_season_types,season_type_id,Specifies the season type.
tbl_seasons,sort_order,6,smallint,16,0,NULL,YES,NO,NO,NULL,NULL,Specifies the display order of seasons.
tbl_site_locations,site_location_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_site_locations,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_site_locations,location_id,3,integer,32,0,NULL,NO,NO,YES,tbl_locations,location_id,Specifies a location the site is located in.
tbl_site_locations,site_id,4,integer,32,0,NULL,NO,NO,YES,tbl_sites,site_id,Specifies the specific site.
tbl_site_natgridrefs,site_natgridref_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_site_natgridrefs,site_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sites,site_id,Specifies the specific site.
tbl_site_natgridrefs,method_id,3,integer,32,0,NULL,NO,NO,YES,tbl_methods,method_id,Specifies the coordinate system.
tbl_site_natgridrefs,natgridref,4,character varying,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,The national grid reference for the site.
tbl_site_natgridrefs,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_site_other_records,site_other_records_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_site_other_records,site_id,2,integer,32,0,NULL,YES,NO,YES,tbl_sites,site_id,Specifies the specific site.
tbl_site_other_records,biblio_id,3,integer,32,0,NULL,YES,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions  site data is documented.
tbl_site_other_records,record_type_id,4,integer,32,0,NULL,YES,NO,YES,tbl_record_types,record_type_id,Specifies the type of data (proxy) represented in this record.
tbl_site_other_records,description,5,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A brief description of the data not currently stored in SEAD.
tbl_site_other_records,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_site_other_records,site_other_records_uuid,7,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_site_preservation_status,site_preservation_status_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_site_preservation_status,site_id,2,integer,32,0,NULL,YES,NO,YES,tbl_sites,site_id,Specifies the site to allow multiple preservation status or threat records per site.
tbl_site_preservation_status,preservation_status_or_threat,3,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A descriptive term for the preservation status (e.g., lost, damaged, threatened) or the primary cause of risk to the site (e.g., hydroelectric projects, oil exploitation, mining, forestry, climate change, erosion)."
tbl_site_preservation_status,description,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A brief overview of the site's preservation status or the threats it faces. This field is for information that does not fit into other specified columns.
tbl_site_preservation_status,assessment_type,5,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Specifies the type of assessment conducted, such as a UNESCO report or archaeological survey, detailing preservation status and threats."
tbl_site_preservation_status,assessment_author_contact_id,6,integer,32,0,NULL,YES,NO,NO,NULL,NULL,Identifier for the person or authority in tbl_contacts responsible for assessing the preservation status and threats.
tbl_site_preservation_status,date_updated,7,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_site_preservation_status,evaluation_date,8,date,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"The date on which the preservation status or threat assessment was conducted, whether formal or informal."
tbl_site_properties,site_property_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_site_properties,site_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sites,site_id,NULL
tbl_site_properties,property_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_property_types,property_type_id,NULL
tbl_site_properties,property_value,4,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_site_references,site_reference_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_site_references,site_id,2,integer,32,0,NULL,YES,NO,YES,tbl_sites,site_id,Specifies the specific site.
tbl_site_references,biblio_id,3,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions  the site.
tbl_site_references,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_site_site_types,site_site_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_site_site_types,site_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sites,site_id,NULL
tbl_site_site_types,site_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_site_types,site_type_id,NULL
tbl_site_site_types,is_primary_type,4,boolean,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_site_site_types,confidence_code,5,smallint,16,0,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_site_site_types,notes,6,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_site_type_groups,site_type_group_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_site_type_groups,site_type_group_abbrev,2,character varying,NULL,NULL,40,NO,NO,NO,NULL,NULL,NULL
tbl_site_type_groups,site_type_group,3,character varying,NULL,NULL,255,NO,NO,NO,NULL,NULL,NULL
tbl_site_type_groups,description,4,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_site_type_groups,origin_code,5,character varying,NULL,NULL,40,YES,NO,NO,NULL,NULL,NULL
tbl_site_type_groups,origin_description,6,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_site_types,site_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_site_types,site_type_group_id,2,integer,32,0,NULL,NO,NO,YES,tbl_site_type_groups,site_type_group_id,NULL
tbl_site_types,site_type_abbrev,3,character varying,NULL,NULL,40,NO,NO,NO,NULL,NULL,NULL
tbl_site_types,site_type,4,character varying,NULL,NULL,256,NO,NO,NO,NULL,NULL,NULL
tbl_site_types,description,5,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_sites,site_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
