identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
La Brunetière|COUN001534|E12,,,,1,13500,10000
La Brunetière|COUN001534|E13,,,,1,13500,10000
La Brunetière|COUN001534|E14,,,,1,13500,10000
La Brunetière|COUN001534|E15,1,,,,15293,14924
La Brunetière|COUN001534|E16,,,,1,13500,10000
La Brunetière|COUN001534|E2,1,,,,14384,14023
La Brunetière|COUN001534|E3,,,,1,13500,10000
La Brunetière|COUN001534|E4,,,,1,13500,10000
La Brunetière|COUN001534|E5,,,,1,13500,10000
La Brunetière|COUN001534|E6,1,,,,14927,14253
La Brunetière|COUN001534|E7,,,,1,13500,10000
La Brunetière|COUN001534|E8,,,,1,13500,10000
La Brunetière|COUN001534|E9,,,,1,13500,10000
La Calade|COUN000992|BugsPresence,,,,,,
La Côte|COUN000468|A,,,,1,478000,243000
La Côte|COUN000468|B,,,,1,478000,243000
La Côte|COUN000468|BugsPresence,,,,1,478000,243000
La Côte|COUN000468|C,,,,1,478000,243000
La Côte|COUN000468|D,,,,1,478000,243000
La Côte|COUN000468|E,,,,1,478000,243000
La Côte|COUN000468|S1,,,,1,478000,243000
La Côte|COUN000468|S10,,,,1,478000,243000
La Côte|COUN000468|S11,,,,1,478000,243000
La Côte|COUN000468|S13,,,,1,478000,243000
La Côte|COUN000468|S17,,,,1,478000,243000
La Côte|COUN000468|S18,,,,1,478000,243000
La Côte|COUN000468|S19,,,,1,478000,243000
La Côte|COUN000468|S2,,,,1,478000,243000
La Côte|COUN000468|S20,,,,1,478000,243000
La Côte|COUN000468|S21,,,,1,478000,243000
La Côte|COUN000468|S22,,,,1,478000,243000
La Côte|COUN000468|S3,,,,1,478000,243000
La Côte|COUN000468|S4,,,,1,478000,243000
La Côte|COUN000468|S5,,,,1,478000,243000
La Côte|COUN000468|S6,,,,1,478000,243000
La Côte|COUN000468|S8,,,,1,478000,243000
La Grande Pile|COUN000511|S0,,,1,,132000,131000
La Grande Pile|COUN000511|S1,,,1,,131000,130000
La Grande Pile|COUN000511|S10,,,1,,112000,109000
La Grande Pile|COUN000511|S11,,,1,,109000,106000
La Grande Pile|COUN000511|S12,,,1,,106000,103000
La Grande Pile|COUN000511|S13,,,1,,103000,"1,00E+05"
La Grande Pile|COUN000511|S14,,,1,,"1,00E+05",98000
La Grande Pile|COUN000511|S15,,,1,,98000,95000
La Grande Pile|COUN000511|S16,,,1,,95000,91000
La Grande Pile|COUN000511|S17,,,1,,91000,90000
La Grande Pile|COUN000511|S18,,,1,,90000,83000
La Grande Pile|COUN000511|S19,,,1,,83000,77000
La Grande Pile|COUN000511|S2,,,1,,130000,129000
La Grande Pile|COUN000511|S20,,,1,,77000,70000
La Grande Pile|COUN000511|S21,,,1,,70000,69000
La Grande Pile|COUN000511|S22,,,1,,69000,68000
La Grande Pile|COUN000511|S23,,,1,,68000,66500
La Grande Pile|COUN000511|S26,,,1,,62000,60000
La Grande Pile|COUN000511|S27,,,1,,60000,56000
La Grande Pile|COUN000511|S29,,,1,,52000,50000
La Grande Pile|COUN000511|S30,,,1,,50000,45000
La Grande Pile|COUN000511|S31,,,1,,45000,42000
La Grande Pile|COUN000511|S32,,,1,,42000,39000
La Grande Pile|COUN000511|S33,,,1,,39000,36700
La Grande Pile|COUN000511|S34,1,,,,39195,37692
La Grande Pile|COUN000511|S35,,,1,,34000,32500
La Grande Pile|COUN000511|S36,,,1,,32500,31000
La Grande Pile|COUN000511|S37,1,,,,34349,33459
La Grande Pile|COUN000511|S38,,,1,,30000,27500
La Grande Pile|COUN000511|S39,,,1,,27500,25000
La Grande Pile|COUN000511|S3A,,,1,,129000,128000
La Grande Pile|COUN000511|S3B,,,1,,128000,127000
La Grande Pile|COUN000511|S40,,,1,,25000,22500
La Grande Pile|COUN000511|S41,1,,,,24449,23882
La Grande Pile|COUN000511|S4A,,,1,,127000,126000
La Grande Pile|COUN000511|S4B,,,1,,126000,124500
La Grande Pile|COUN000511|S5,,,1,,124500,122000
La Grande Pile|COUN000511|S6,,,1,,122000,120500
La Grande Pile|COUN000511|S7,,,1,,120500,117000
La Grande Pile|COUN000511|S8,,,1,,117000,114000
La Grande Pile|COUN000511|S9,,,1,,114000,112000
La Taphanel|COUN000748|07-jun,,,,1,13500,10000
La Taphanel|COUN000748|1,,,,1,13500,10000
La Taphanel|COUN000748|10,,,,1,13500,10000
La Taphanel|COUN000748|11,,,,1,13500,10000
La Taphanel|COUN000748|12,,,,1,13500,10000
La Taphanel|COUN000748|13,,,,1,13500,10000
La Taphanel|COUN000748|14,,,,1,13500,10000
La Taphanel|COUN000748|15,,,,1,13500,10000
La Taphanel|COUN000748|16,,,,1,13500,10000
La Taphanel|COUN000748|17,,,,1,13500,10000
La Taphanel|COUN000748|18,,,,1,10000,7000
La Taphanel|COUN000748|19,,,,1,10000,7000
La Taphanel|COUN000748|2,,,,1,13500,10000
La Taphanel|COUN000748|20,,,,1,10000,7000
La Taphanel|COUN000748|21,,,,1,10000,7000
La Taphanel|COUN000748|3,,,,1,13500,10000
La Taphanel|COUN000748|4,,,,1,13500,10000
La Taphanel|COUN000748|5,,,,1,13500,10000
La Taphanel|COUN000748|6,,,,1,13500,10000
La Taphanel|COUN000748|8,,,,1,13500,10000
Lac des Lauzons|COUN001138|S0,1,,,,629,0
Lac des Lauzons|COUN001138|S1,1,,,,647,0
Lac des Lauzons|COUN001138|S10,1,,,,1026,936
Lac des Lauzons|COUN001138|S11,1,,,,1462,1260
Lac des Lauzons|COUN001138|S12,1,,,,1892,1509
Lac des Lauzons|COUN001138|S13,1,,,,2352,1946
Lac des Lauzons|COUN001138|S14,1,,,,2645,2237
Lac des Lauzons|COUN001138|S15,1,,,,3144,2608
Lac des Lauzons|COUN001138|S16,1,,,,3509,2848
Lac des Lauzons|COUN001138|S17,1,,,,3908,3267
Lac des Lauzons|COUN001138|S18,1,,,,4150,3568
Lac des Lauzons|COUN001138|S19,1,,,,4533,3997
Lac des Lauzons|COUN001138|S2,1,,,,654,69
Lac des Lauzons|COUN001138|S20,1,,,,4805,4263
Lac des Lauzons|COUN001138|S21,1,,,,5238,4628
Lac des Lauzons|COUN001138|S22,1,,,,5544,4856
Lac des Lauzons|COUN001138|S23,1,,,,5825,5114
Lac des Lauzons|COUN001138|S24,1,,,,6022,5347
Lac des Lauzons|COUN001138|S25,1,,,,6287,5661
Lac des Lauzons|COUN001138|S26,1,,,,6615,6048
Lac des Lauzons|COUN001138|S27,1,,,,6947,6440
Lac des Lauzons|COUN001138|S28,1,,,,7287,6828
Lac des Lauzons|COUN001138|S29,1,,,,7489,7061
Lac des Lauzons|COUN001138|S3,1,,,,669,266
Lac des Lauzons|COUN001138|S30,1,,,,7622,7207
Lac des Lauzons|COUN001138|S31,1,,,,7824,7437
Lac des Lauzons|COUN001138|S32,1,,,,7957,7587
Lac des Lauzons|COUN001138|S33,1,,,,8159,7811
Lac des Lauzons|COUN001138|S34,1,,,,8295,7959
Lac des Lauzons|COUN001138|S35,1,,,,8498,8178
Lac des Lauzons|COUN001138|S36,1,,,,8703,8399
Lac des Lauzons|COUN001138|S37,1,,,,8986,8685
Lac des Lauzons|COUN001138|S38,1,,,,9353,9040
Lac des Lauzons|COUN001138|S39,1,,,,9572,9247
Lac des Lauzons|COUN001138|S4,1,,,,677,394
Lac des Lauzons|COUN001138|S40,1,,,,9688,9398
Lac des Lauzons|COUN001138|S41,1,,,,9924,9553
Lac des Lauzons|COUN001138|S42,1,,,,10099,9621
Lac des Lauzons|COUN001138|S43,1,,,,10584,10117
Lac des Lauzons|COUN001138|S44,1,,,,10968,10557
Lac des Lauzons|COUN001138|S45,1,,,,11565,11207
Lac des Lauzons|COUN001138|S46,1,,,,11964,11628
Lac des Lauzons|COUN001138|S47,1,,,,12570,12238
Lac des Lauzons|COUN001138|S48,1,,,,12997,12629
Lac des Lauzons|COUN001138|S49,1,,,,13453,13032
Lac des Lauzons|COUN001138|S5,1,,,,717,564
Lac des Lauzons|COUN001138|S50,1,,,,13896,13405
Lac des Lauzons|COUN001138|S51,1,,,,14555,13952
Lac des Lauzons|COUN001138|S52,1,,,,14999,14320
Lac des Lauzons|COUN001138|S53,1,,,,15671,14865
Lac des Lauzons|COUN001138|S54,1,,,,16129,15230
Lac des Lauzons|COUN001138|S55,1,,,,16808,15780
Lac des Lauzons|COUN001138|S56,1,,,,17488,16324
Lac des Lauzons|COUN001138|S57,1,,,,17934,16685
Lac des Lauzons|COUN001138|S58,1,,,,18381,17045
Lac des Lauzons|COUN001138|S59,1,,,,19057,17585
Lac des Lauzons|COUN001138|S6,1,,,,754,609
Lac des Lauzons|COUN001138|S60,1,,,,19508,17944
Lac des Lauzons|COUN001138|S7,1,,,,895,678
Lac des Lauzons|COUN001138|S8,1,,,,935,751
Lac des Lauzons|COUN001138|S9,1,,,,987,865
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S1",1,,,,1010,792
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S10",1,,,,5731,5491
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S11",1,,,,6615,6337
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S12",1,,,,6772,6513
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S13",1,,,,6931,6692
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S14",1,,,,7094,6867
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S15",1,,,,7260,7038
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S16",1,,,,7426,7205
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S17",1,,,,7594,7364
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S18",1,,,,7762,7521
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S19",1,,,,7938,7678
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S2",1,,,,1512,1304
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S20",1,,,,8171,7885
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S21",1,,,,8480,8150
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S22",1,,,,8662,8305
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S23",1,,,,8844,8461
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S24",1,,,,9027,8617
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S25",1,,,,9210,8771
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S26",1,,,,9320,8986
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S27",1,,,,9449,9188
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S28",1,,,,9626,9382
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S29",1,,,,9831,9550
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S3",1,,,,2014,1813
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S30",1,,,,9897,9623
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S31",1,,,,10135,9676
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S32",1,,,,10355,9930
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S33",1,,,,10573,10182
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S34",1,,,,10788,10432
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S35",1,,,,11007,10682
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S36",1,,,,11228,10929
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S37",1,,,,11449,11181
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S38",1,,,,11673,11427
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S39",1,,,,11898,11673
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S4",1,,,,2517,2321
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S40",1,,,,12194,11987
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S41",1,,,,12601,12395
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S42",1,,,,12839,12626
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S43",1,,,,13086,12854
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S44",1,,,,13255,13073
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S45",1,,,,13481,13255
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S46",1,,,,13732,13410
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S47",1,,,,14644,14327
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S48",1,,,,15624,15197
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S49",1,,,,16621,16044
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S5",1,,,,3021,2831
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S50",1,,,,17634,16874
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S51",1,,,,18649,17715
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S52",1,,,,19676,18540
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S53",1,,,,20697,19361
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S54",1,,,,21725,20182
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S55",1,,,,22747,21009
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S6",1,,,,3529,3338
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S7",1,,,,4037,3840
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S8",1,,,,4545,4339
"Lac Long Inferior, Vallée des Merveilles|COUN000747|S9",1,,,,5058,4841
"Lac Long Inferior, Vallée des Merveilles|COUN000747|Surface",1,,,,265,20
Lafayette Bugt|COUN000729|BugsPresence,,,,1,2580000,11500
Lake Boksehandsken|COUN000444|S13,1,,,,,8048
Lake Boksehandsken|COUN000444|S14,,,,,,
Lake Boksehandsken|COUN000444|S15,,,,,,
Lake Boksehandsken|COUN000444|S16,,,,,,
Lake Boksehandsken|COUN000444|S17,,,,,,
Lake Boksehandsken|COUN000444|S18,,,,,,
Lake Boksehandsken|COUN000444|S19,,,,,,
Lake Boksehandsken|COUN000444|S20,,,,,,
Lake Boksehandsken|COUN000444|S21,,,,,,
Lake Boksehandsken|COUN000444|S22,,,,,,
Langelandselv|COUN000557|S83214,,,,1,132000,109000
Langelandselv|COUN000557|S96021,,,,,,
Langelandselv|COUN000558|S88075,,,,1,132000,109000
Langelandselv|COUN000565|S96023,,,,1,132000,109000
Langelandselv|COUN000565|S96024,,,,1,132000,109000
Langelandselv|COUN000565|S96025,,,,1,132000,109000
Langelandselv|COUN000565|S96028,,,,1,132000,109000
Langelandselv|COUN000566|S96028,,,,1,132000,109000
Langelandselv|COUN000567|S96030,,,,1,132000,109000
Langelandselv|COUN000567|S96031,,,,1,132000,109000
Langelandselv|COUN000570|S96033,,,,1,132000,109000
Langelandselv|COUN000571|S96037,,,,1,132000,109000
Langelandselv|COUN000572|S96038,,,,1,132000,109000
Langelandselv|COUN000573|S96045,,,,1,132000,109000
Langelandselv|COUN000574|S96046,,,,1,132000,109000
Langelandselv|COUN000575|S96047,,,,1,132000,109000
Langelandselv|COUN000575|S96049,,,,1,132000,109000
Langelandselv|COUN000576|S96219,,,,1,132000,109000
Langelandselv|COUN000577|S96247,,,,1,132000,109000
Langford|COUN000181|S1,1,,,,4373,4092
Las Roustiéros|COUN001562|S1,,,,,,
Las Roustiéros|COUN001562|S10,1,,,,12677,12539
Las Roustiéros|COUN001562|S11,1,,,,12797,12650
Las Roustiéros|COUN001562|S12,1,,,,12933,12741
Las Roustiéros|COUN001562|S13,1,,,,12378,12126
Las Roustiéros|COUN001562|S14,1,,,,12111,11834
Las Roustiéros|COUN001562|S15,1,,,,11936,11426
Las Roustiéros|COUN001562|S16,1,,,,11163,10905
Las Roustiéros|COUN001562|S17,1,,,,10892,10687
Las Roustiéros|COUN001562|S18,1,,,,10083,9658
Las Roustiéros|COUN001562|S19,1,,,,9848,9643
Las Roustiéros|COUN001562|S2,1,,,,17670,17303
Las Roustiéros|COUN001562|S20,1,,,,9981,9669
Las Roustiéros|COUN001562|S21,1,,,,10246,9596
Las Roustiéros|COUN001562|S22,1,,,,10514,9496
Las Roustiéros|COUN001562|S3,1,,,,16936,16446
Las Roustiéros|COUN001562|S4,1,,,,16160,15828
Las Roustiéros|COUN001562|S5,1,,,,15538,15111
Las Roustiéros|COUN001562|S6,1,,,,14103,13789
Las Roustiéros|COUN001562|S7,1,,,,13453,13289
Las Roustiéros|COUN001562|S8,1,,,,13039,12746
Las Roustiéros|COUN001562|S9,1,,,,12589,12412
Lascaux|COUN001538|S2_12,,,,1,71000,57000
Lascaux|COUN001538|S2_13,,,,1,71000,57000
Lascaux|COUN001538|S2_14,,,,1,71000,57000
Lascaux|COUN001538|S2_16,,,,1,71000,57000
Lascaux|COUN001538|S2_21,,,,1,71000,57000
Lascaux|COUN001538|S2_24,,,,1,71000,57000
Lascaux|COUN001538|S2_27,,,,1,71000,57000
Lascaux|COUN001538|S2_30,,,,1,71000,57000
Lascaux|COUN001538|S2_32,,,,1,71000,57000
Lascaux|COUN001538|S2_35,,,,1,71000,57000
Lascaux|COUN001538|S2_42,,,,1,71000,57000
Lascaux|COUN001538|S2_46,,,,1,71000,57000
Lascaux|COUN001538|S2_47,,,,1,71000,57000
Lascaux|COUN001538|S2_48,,,,1,71000,57000
Lascaux|COUN001538|S2_49,,,,1,71000,57000
Lascaux|COUN001538|S2_51,,,,1,71000,57000
Lascaux|COUN001538|S2_52,,,,1,71000,57000
Lascaux|COUN001538|S2_55,,,,1,71000,57000
Lascaux|COUN001538|S2_56,,,,1,71000,57000
Lascaux|COUN001538|S2_57,,,,1,71000,57000
Lascaux|COUN001538|S2_8,,,,1,71000,57000
Lascaux|COUN001538|S2_9,,,,1,71000,57000
Lascaux|COUN001538|SS2_58,,,,1,71000,57000
Lascaux|COUN001538|SS2_60,,,,1,71000,57000
Lascaux|COUN001538|SS5_10,,,,1,71000,57000
Lascaux|COUN001538|SS5_11,,,,1,71000,57000
Lascaux|COUN001538|SS5_12,,,,1,71000,57000
Lascaux|COUN001538|SS5_13,,,,1,71000,57000
Lascaux|COUN001538|SS5_14,,,,1,71000,57000
Lascaux|COUN001538|SS5_27,,,,1,71000,57000
Lascaux|COUN001538|SS5_30,,,,1,71000,57000
Lascaux|COUN001538|SS5_32,,,,1,71000,57000
Lascaux|COUN001538|SS5_33,,,,1,71000,57000
Lascaux|COUN001538|SS5_34,,,,1,71000,57000
Lascaux|COUN001538|SS5_38,,,,1,71000,57000
Lascaux|COUN001538|SS5_4,,,,1,71000,57000
Lascaux|COUN001538|SS5_40,,,,1,71000,57000
Lascaux|COUN001538|SS5_8,,,,1,71000,57000
Lascaux|COUN001538|SS5_9,,,,1,71000,57000
Lascaux|COUN001539|S81_57,,,,,,
Latton|COUN000496|Lower,,,,1,71000,57000
Latton|COUN000496|Middle,,,,1,71000,57000
Latton|COUN000496|Upper,,,,1,71000,57000
Lausanne|COUN000627|P,1,,,,16329,15230
Lea Marston A|COUN000186|S2,1,,,,13988,13150
Lea Marston B|COUN000185|S2,,,,1,10000,7000
Lea Marston B|COUN000185|S3,1,,,,11096,10444
Lea Marston B|COUN000185|S4,1,,,,11217,10258
Lea Marston B|COUN000185|S5,1,,,,11193,10245
Lea Marston B|COUN000185|S6,1,,,,11593,10222
Lea Marston B|COUN000185|S7,1,,,,11321,10270
Leeds: Oxbow|COUN000187|S1,1,,,,46144,40358
Leicester: Early Holocene|COUN000188|s1,1,,,,11761,11183
Lerstadvatnet|COUN000745|BugsPresence,,,,1,13500,10000
Leveaniemi|COUN000629|P,,,,1,128000,110000
Leveaniemi|COUN000629|S1,,,,1,128000,110000
Leveaniemi|COUN000629|S2,,,,1,128000,110000
Leveaniemi|COUN000629|S3,,,,1,128000,110000
Leveaniemi|COUN000629|S4,,,,1,128000,110000
Leveaniemi|COUN000629|S5,,,,1,128000,110000
Leveaniemi|COUN000629|S6,,,,1,128000,110000
Leveaniemi|COUN000629|S7,,,,1,128000,110000
Lexden|COUN000189|S1,,,,1,428000,302000
Leysin|COUN000670|BugsPresence,,,,1,13500,10000
Lille Saltso|COUN001121|BugsPresence,1,,,,7322,0
Lille Sneha So|COUN001482|BugsPresence,,,,,,
Lindved|COUN001001|BugsPresence,,,,1,10000,0
Little Stretton|COUN000195|s1,,,,1,7000,5000
Little Stretton|COUN000195|s10,,,,1,7000,5000
Little Stretton|COUN000195|s11,,,,1,7000,5000
Little Stretton|COUN000195|s12,,,,1,7000,5000
Little Stretton|COUN000195|s13,,,,1,7000,2500
Little Stretton|COUN000195|s14,,,,1,7000,2500
Little Stretton|COUN000195|s2,1,,,,9404,8633
Little Stretton|COUN000195|s3,,,,1,7000,5000
Little Stretton|COUN000195|s4,,,,1,7000,5000
Little Stretton|COUN000195|s5,,,,1,7000,5000
Little Stretton|COUN000195|s6,,,,1,7000,5000
Little Stretton|COUN000195|s7,,,,1,7000,5000
Little Stretton|COUN000195|s8,,,,1,7000,5000
Little Stretton|COUN000195|s9,,,,1,7000,5000
Littleton Bog|COUN001322|S1,,,,1,10000,0
Littleton Bog|COUN001322|S11,,,,1,10000,0
Littleton Bog|COUN001322|S13,,,,1,10000,0
Littleton Bog|COUN001322|S15,,,,1,10000,0
Littleton Bog|COUN001322|S17,,,,1,10000,0
Littleton Bog|COUN001322|S19,,,,1,10000,0
Littleton Bog|COUN001322|S21,,,,1,10000,0
Littleton Bog|COUN001322|S23,,,,1,10000,0
Littleton Bog|COUN001322|S3,,,,1,10000,0
Littleton Bog|COUN001322|S5,,,,1,10000,0
Littleton Bog|COUN001322|S7,,,,1,10000,0
Littleton Bog|COUN001322|S9,,,,1,10000,0
Littleton Bog|COUN001323|S10,,,,1,10000,0
Littleton Bog|COUN001323|S12,,,,1,10000,0
Littleton Bog|COUN001323|S14,,,,1,10000,0
Littleton Bog|COUN001323|S16,,,,1,10000,0
Littleton Bog|COUN001323|S18,,,,1,10000,0
Littleton Bog|COUN001323|S2,,,,1,10000,0
Littleton Bog|COUN001323|S20,,,,1,10000,0
Littleton Bog|COUN001323|S22,,,,1,10000,0
Littleton Bog|COUN001323|S4,,,,1,10000,0
Littleton Bog|COUN001323|S6,,,,1,10000,0
Littleton Bog|COUN001323|S8,,,,1,10000,0
Llanilid|COUN000411|A,1,,,,13049,12704
Llanilid|COUN000411|B,1,,,,17525,15619
Llanilid|COUN000411|Base_of_Clay,1,,,,13142,12781
Llanilid|COUN000411|C,,,,1,13500,10000
Llanilid|COUN000411|D,1,,,,15073,13271
Llanilid|COUN000411|E,1,,,,13730,13113
Llanilid|COUN000411|F,,,,1,13500,10000
Llanilid|COUN000411|G,1,,,,13309,13011
Llanilid|COUN000411|H,1,,,,13422,13084
Llanilid|COUN000411|I,1,,,,13403,12827
Llanilid|COUN000411|J,1,,,,13212,12819
Llanilid|COUN000411|K,1,,,,13314,12743
Llanilid|COUN000411|L,1,,,,12711,12251
Llanilid|COUN000411|M,1,,,,13287,12685
Llanilid|COUN000411|N,1,,,,13036,12426
Llanilid|COUN000411|O,1,,,,13457,12764
Llanilid|COUN000411|P,1,,,,13437,13104
Llanilid|COUN000411|Q,1,,,,13740,13076
Llanilid|COUN000411|S,1,,,,13314,13050
Llanilid|COUN000411|T,1,,,,13105,12779
Llanilid|COUN000411|U,,,,1,13500,10000
Llanilid|COUN000411|V,,,,1,13500,10000
Llanilid|COUN000411|W,1,,,,11612,10405
Lobsigensee|COUN000197|A,,,,1,13500,10000
Lobsigensee|COUN000197|B,,,,1,13500,10000
Lobsigensee|COUN000698|S-_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-_95,,,,1,13500,10000
Lobsigensee|COUN000698|S-1,,,,1,13500,10000
Lobsigensee|COUN000698|S-1_05,,,,1,13500,10000
Lobsigensee|COUN000698|S-1_1,,,,1,13500,10000
Lobsigensee|COUN000698|S-1_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-1_dup11,,,,1,13500,10000
Lobsigensee|COUN000698|S-10,,,,1,13500,10000
Lobsigensee|COUN000698|S-11,,,,1,13500,10000
Lobsigensee|COUN000698|S-12,,,,1,13500,10000
Lobsigensee|COUN000698|S-13,,,,1,13500,10000
Lobsigensee|COUN000698|S-2,,,,1,13500,10000
Lobsigensee|COUN000698|S-2_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-3,,,,1,13500,10000
Lobsigensee|COUN000698|S-3_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-4,,,,1,13500,10000
Lobsigensee|COUN000698|S-4_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-5,,,,1,13500,10000
Lobsigensee|COUN000698|S-5_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-6,,,,1,13500,10000
Lobsigensee|COUN000698|S-6_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-7,,,,1,13500,10000
Lobsigensee|COUN000698|S-7_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-8,,,,1,13500,10000
Lobsigensee|COUN000698|S-8_5,,,,1,13500,10000
Lobsigensee|COUN000698|S-9,,,,1,13500,10000
Loch Druidibeg|COUN000198|S0-2cm,,,,1,5000,0
Loch Druidibeg|COUN000198|S10-14cm,,,,1,5000,0
Loch Druidibeg|COUN000198|S14-17cm,,,,1,5000,0
Loch Druidibeg|COUN000198|S17-20cm,,,,1,5000,0
Loch Druidibeg|COUN000198|S2-6cm,,,,1,5000,0
Loch Druidibeg|COUN000198|S20-24cm,,,,1,5000,0
Loch Druidibeg|COUN000198|S6-10cm,,,,1,5000,0
Lollandselv Interglacial|COUN000559|BugsPresence,,,,,,
Lollandselv Interglacial|COUN000559|S95524,,,,1,132000,109000
Lollandselv Interglacial|COUN000559|S95528,,,,1,132000,109000
Lollandselv|COUN000442|BugsPresence,,,,,,
Lollandselv|COUN000442|S1,1,,,,9021,8524
London: Poplar High St.|COUN000940|E,1,,,,4231,3650
London: Queen Elizabeth Olympic Park|COUN001483|C168,,,,1,1700,1250
London: Queen Elizabeth Olympic Park|COUN001483|C169,1,,,,1592,1308
London: Queen Elizabeth Olympic Park|COUN001488|C228,,,,1,1700,1540
London: Queen Elizabeth Olympic Park|COUN001490|C17,1,,,,2340,2156
London: Queen Elizabeth Olympic Park|COUN001490|C20,1,,,,11069,10255
London: Queen Elizabeth Olympic Park|COUN001491|C833,,,1,,550,351
London: Queen Elizabeth Olympic Park|COUN001491|C837,,,,1,4449,2549
London: Queen Elizabeth Olympic Park|COUN001491|C838,,,1,,550,351
London: Queen Elizabeth Olympic Park|COUN001491|C839,,,1,,550,351
London: Queen Elizabeth Olympic Park|COUN001491|C842,,,,1,4449,2549
London: Queen Elizabeth Olympic Park|COUN001491|C845,,,1,,550,351
London: Queen Elizabeth Olympic Park|COUN001491|C952,,,1,,450,151
London: Queen Elizabeth Olympic Park|COUN001492|C78,1,,,,1273,1072
London: Queen Elizabeth Olympic Park|COUN001493|C177,,,,1,1550,400
London: Queen Elizabeth Olympic Park|COUN001493|C182,,,,1,2599,1540
London: Queen Elizabeth Olympic Park|COUN001493|C183,,,,1,4449,2549
London: Queen Elizabeth Olympic Park|COUN001493|C532,,,,1,2599,1540
London: Queen Elizabeth Olympic Park|COUN001493|C574,,,,1,4449,2549
London: Queen Elizabeth Olympic Park|COUN001493|C580,,,,1,10000,7000
London: Trafalgar Square|COUN000201|F2,,,,1,132000,122000
Lullymore East Bog|COUN001320|S1,,,,1,10000,0
Lullymore East Bog|COUN001320|S11,,,,1,10000,0
Lullymore East Bog|COUN001320|S13,,,,1,10000,0
Lullymore East Bog|COUN001320|S15,,,,1,10000,0
Lullymore East Bog|COUN001320|S17,,,,1,10000,0
Lullymore East Bog|COUN001320|S3,,,,1,10000,0
Lullymore East Bog|COUN001320|S5,,,,1,10000,0
Lullymore East Bog|COUN001320|S7,,,,1,10000,0
