identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Hertogenbosch|COUN001580|F77,,,1,,675,650
Flag Fen|COUN000126|Column_A_F8,,,,1,4449,2549
Flag Fen|COUN000126|Column_A_F9,,,,1,4449,2549
Flag Fen|COUN000126|Column_B_F10,,,,1,4449,2549
Flag Fen|COUN000126|Column_B_F11,,,,1,4449,2549
Flag Fen|COUN000126|Column_B_F12,,,,1,4449,2549
Flag Fen|COUN000126|Column_B_F13,,,,1,4449,2549
Flag Fen|COUN000126|Column_B_F14,,,,1,4449,2549
Flag Fen|COUN000126|Platform_S1,,1,,,3560,3440
Flag Fen|COUN000126|Platform_S2,,,,1,2949,2599
Flodden Hill|COUN000849|BugsPresence,1,,,,2109,1876
Fréjus|COUN001658|_432,,,,1,2009,1500
Fréjus|COUN001658|_535,,,,1,2009,1500
Fréjus|COUN001658|_609,,,,1,2009,1500
Fréjus|COUN001658|_610,,,,1,2009,1500
Fujiwara|COUN001175|BugsPresence,,,1,,1256,1239
Gale Common|COUN001445|BugsPresence,,,,1,1907,1540
Garden under Sandet (GUS)|COUN000132|S1406,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S1824,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S1938,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S1967,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S2028,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S2297,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S2358,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S2513,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S2661,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S3069,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S3501,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S3506,,,,1,961,400
Garden under Sandet (GUS)|COUN000132|S3513,,,,1,961,400
Garden under Sandet (GUS)|COUN000820|S1406,,,,,,
Garden under Sandet (GUS)|COUN000820|S1824,,,,,,
Garden under Sandet (GUS)|COUN000820|S1938,,,,,,
Garden under Sandet (GUS)|COUN000820|S1967,,,,,,
Garden under Sandet (GUS)|COUN000820|S2028,,,,,,
Garden under Sandet (GUS)|COUN000820|S2297,,,,,,
Garden under Sandet (GUS)|COUN000820|S2358,,,,,,
Garden under Sandet (GUS)|COUN000820|S2384,,,,,,
Garden under Sandet (GUS)|COUN000820|S2405,,,,,,
Garden under Sandet (GUS)|COUN000820|S2424a,,,,,,
Garden under Sandet (GUS)|COUN000820|S2424b,,,,,,
Garden under Sandet (GUS)|COUN000820|S2425,,,,,,
Garden under Sandet (GUS)|COUN000820|S2432,,,,,,
Garden under Sandet (GUS)|COUN000820|S2433c,,,,,,
Garden under Sandet (GUS)|COUN000820|S2435,,,,,,
Garden under Sandet (GUS)|COUN000820|S2469,,,,,,
Garden under Sandet (GUS)|COUN000820|S2485,,,,,,
Garden under Sandet (GUS)|COUN000820|S2513,,,,,,
Garden under Sandet (GUS)|COUN000820|S2529,,,,,,
Garden under Sandet (GUS)|COUN000820|S2591,,,,,,
Garden under Sandet (GUS)|COUN000820|S2601,,,,,,
Garden under Sandet (GUS)|COUN000820|S2602,,,,,,
Garden under Sandet (GUS)|COUN000820|S2610,,,,,,
Garden under Sandet (GUS)|COUN000820|S2653,,,,,,
Garden under Sandet (GUS)|COUN000820|S2661,,,,,,
Garden under Sandet (GUS)|COUN000820|S2679,,,,,,
Garden under Sandet (GUS)|COUN000820|S2680,,,,,,
Garden under Sandet (GUS)|COUN000820|S2693,,,,,,
Garden under Sandet (GUS)|COUN000820|S2727,,,,,,
Garden under Sandet (GUS)|COUN000820|S2728,,,,,,
Garden under Sandet (GUS)|COUN000820|S2790a,,,,,,
Garden under Sandet (GUS)|COUN000820|S2790b,,,,,,
Garden under Sandet (GUS)|COUN000820|S2790c,,,,,,
Garden under Sandet (GUS)|COUN000820|S2818,,,,,,
Garden under Sandet (GUS)|COUN000820|S2834,,,,,,
Garden under Sandet (GUS)|COUN000820|S2873,,,,,,
Garden under Sandet (GUS)|COUN000820|S2879,,,,,,
Garden under Sandet (GUS)|COUN000820|S2881,,,,,,
Garden under Sandet (GUS)|COUN000820|S2963,,,,,,
Garden under Sandet (GUS)|COUN000820|S2989,,,,,,
Garden under Sandet (GUS)|COUN000820|S3069,,,,,,
Garden under Sandet (GUS)|COUN000820|S3135,,,,,,
Garden under Sandet (GUS)|COUN000820|S3152,,,,,,
Garden under Sandet (GUS)|COUN000820|S3153,,,,,,
Garden under Sandet (GUS)|COUN000820|S3154,,,,,,
Garden under Sandet (GUS)|COUN000820|S3155,,,,,,
Garden under Sandet (GUS)|COUN000820|S3156a,,,,,,
Garden under Sandet (GUS)|COUN000820|S3156b,,,,,,
Garden under Sandet (GUS)|COUN000820|S3157,,,,,,
Garden under Sandet (GUS)|COUN000820|S3157_dup0,,,,,,
Garden under Sandet (GUS)|COUN000820|S3158,,,,,,
Garden under Sandet (GUS)|COUN000820|S3159a,,,,,,
Garden under Sandet (GUS)|COUN000820|S3159b,,,,,,
Garden under Sandet (GUS)|COUN000820|S3160a,,,,,,
Garden under Sandet (GUS)|COUN000820|S3160b,,,,,,
Garden under Sandet (GUS)|COUN000820|S3160c,,,,,,
Garden under Sandet (GUS)|COUN000820|S3164,,,,,,
Garden under Sandet (GUS)|COUN000820|S3167,,,,,,
Garden under Sandet (GUS)|COUN000820|S3195,,,,,,
Garden under Sandet (GUS)|COUN000820|S3195_dup0,,,,,,
Garden under Sandet (GUS)|COUN000820|S3217,,,,,,
Garden under Sandet (GUS)|COUN000820|S3501,,,,,,
Garden under Sandet (GUS)|COUN000820|S3503,,,,,,
Garden under Sandet (GUS)|COUN000820|S3505,,,,,,
Garden under Sandet (GUS)|COUN000820|S3505_dup0,,,,,,
Garden under Sandet (GUS)|COUN000820|S3506,,,,,,
Garden under Sandet (GUS)|COUN000820|S3507,,,,,,
Garden under Sandet (GUS)|COUN000820|S3513,,,,,,
Garden under Sandet (GUS)|COUN000820|S3854,,,,,,
Gasir|COUN001419|S1,,,,1,400,0
Gasir|COUN001419|S10,,,,1,400,0
Gasir|COUN001419|S11,,,,1,400,0
Gasir|COUN001419|S12,,,,1,400,0
Gasir|COUN001419|S13,,,,1,400,0
Gasir|COUN001419|S15,,,,1,400,0
Gasir|COUN001419|S19,,,,1,400,0
Gasir|COUN001419|S2,,,,1,400,0
Gasir|COUN001419|S27,,,,1,400,0
Gasir|COUN001419|S28,,,,1,400,0
Gasir|COUN001419|S3,,,,1,400,0
Gasir|COUN001419|S5,,,,1,400,0
Gasir|COUN001419|S7,,,,1,400,0
Gasir|COUN001419|S8,,,,1,400,0
Gasir|COUN001419|S9,,,,1,400,0
Gasir|COUN001420|S03,,,,1,400,0
Gasir|COUN001420|S05,,,,1,400,0
Gasir|COUN001420|S07,,,,1,400,0
Gasir|COUN001420|S17,,,,1,400,0
Gasir|COUN001420|S23,,,,1,400,0
Gasir|COUN001420|S28,,,,1,400,0
Gasir|COUN001420|S43,,,,1,400,0
Gatwick|COUN001438|C102336,,,,1,2949,2599
Glasgow|COUN000408|BugsPresence,,,,1,1550,400
Glaumbaer|COUN001633|S1,,,1,,846,
Glaumbaer|COUN001633|S2,,,1,,846,
Glaumbaer|COUN001633|S3,,,1,,846,
Glenarm: Deer Park Farms|COUN000092|Other,,,,1,1550,400
Glenarm: Deer Park Farms|COUN000092|S3692,,,,1,1550,400
Glenarm: Deer Park Farms|COUN000092|S4023,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|BugsPresence,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1209,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1226,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1228,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1230,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1230a,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1254,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1260,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1266,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1281,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1281a,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1282,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1287,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1287a,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1289,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1290,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1293,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1297,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1298,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1300,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1309,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1318,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1388,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1414,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1441,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1446,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1448,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1573,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1575,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1576,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1577,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1585,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C1781,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2064,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2194,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2435,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2437,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2503,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2504,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2513,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2519,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2537,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2555,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2615,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2621,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2651,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C2681,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3037,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3039,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3041,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3042,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3061,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3063,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3069,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3082,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3083,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3098,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3182,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3187,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3500,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3549,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3550,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3608,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3615,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3616,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3617,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3650,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3652,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3659,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3662,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3691,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3692,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3698,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3731,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3752,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3757,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3758,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3760,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C3791,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C398,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4010,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4013,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4016,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4021,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4023,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4028,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4064,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4068,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4095,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4098,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4100,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4150,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4171,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4172,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4201,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4218,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4256,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4279,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4287,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C4290,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C988,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|C995,,,,1,1550,400
Glenarm: Deer Park Farms|COUN001078|S1423,,,,1,1550,400
Godmanchester|COUN000612|LN,1,,,,4418,4015
Godmanchester|COUN000612|MBA,1,,,,3572,3374
Godmanchester|COUN000612|S1,,,,1,6449,3649
Goldcliff 1|COUN000136|S10521,,,,,,
Goldcliff 1|COUN000136|S10522,,,,,,
Goldcliff 1|COUN000136|S10523,,,,,,
Goldcliff 1|COUN000136|S10524,,,,,,
Goldcliff 1|COUN000136|S10525,,,,,,
Goldcliff 1|COUN000136|S10526,,,,,,
Goldcliff 1|COUN000136|S2102,,,,,,
Goldcliff 1|COUN000136|S2106,,,,,,
Goldcliff 1|COUN000136|S2109,,,,,,
Goldcliff 1|COUN000136|S2110,,,,,,
Goldcliff 1|COUN000136|S2112,,,,,,
Goldcliff 1|COUN000136|S2113,,,,,,
Goldcliff 1|COUN000136|S2114,,,,,,
Goldcliff 1|COUN000136|S2116,,,,,,
Goldcliff 1|COUN000136|S2121,1,,,,5033,3185
Goldcliff 1|COUN000136|S2123,,,,,,
Goldcliff 1|COUN000136|S2125,,,,,,
Goldcliff 2|COUN000614|S10111,,,,1,10000,0
Goldcliff 2|COUN000614|S10112,,,,1,10000,0
Goldcliff 2|COUN000614|S10116,,,,1,10000,0
Goldcliff 2|COUN000614|S10118,,,,1,10000,0
Goldcliff 2|COUN000614|S10121,,,,1,10000,0
Goldcliff 2|COUN000614|S10124,,,,1,10000,0
Goldcliff 3|COUN000137|S10133,,,,1,5000,0
Goldcliff 3|COUN000137|S10134,,,,1,5000,0
Goldcliff 3|COUN000137|S1730,,,,1,5000,0
Goldcliff 3|COUN000137|S1731,,,,1,5000,0
Goldcliff 3|COUN000137|S1732,,,,1,5000,0
Goldcliff 3|COUN000137|S1746,,,,1,5000,0
Goldcliff 3|COUN000137|S1748,,,,1,5000,0
Goldcliff 3|COUN000137|S1751,,,,1,5000,0
Goldcliff 3|COUN000137|S1752,,,,1,5000,0
Goldcliff 3|COUN000137|S1753,,,,1,5000,0
Goldcliff 3|COUN000137|S1754,,,,1,5000,0
Goldcliff 3|COUN000137|S1756,,,,1,5000,0
Goldcliff 3|COUN000137|S1757,,,,1,5000,0
Goldcliff 4|COUN000616|S1004a,,,,1,10000,0
Goldcliff 4|COUN000616|S1004b,,,,1,10000,0
Goldcliff 4|COUN000616|S1173,,,,1,10000,0
Goldcliff 4|COUN000616|S1176,,,,1,10000,0
Goldcliff 4|COUN000616|S1183,,,,1,10000,0
Goldcliff 4|COUN000616|S1186,,,,1,10000,0
Goldcliff 4|COUN000616|S1195,,,,1,10000,0
Goldcliff 4|COUN000616|S130,,,,1,10000,0
Goldcliff 4|COUN000616|S143,,,,1,10000,0
Goldcliff 4|COUN000616|S153,,,,1,10000,0
Goldcliff 4|COUN000616|S17,,,,1,10000,0
Goldcliff 4|COUN000616|S9,,,,1,10000,0
Goldcliff 5|COUN000618|S10100,,,,1,2599,1900
Goldcliff 5|COUN000618|S10101,,,,1,2599,1900
Goldcliff 5|COUN000618|S10102,,,,1,2599,1900
Goldcliff 5|COUN000618|S10125,,,,1,2599,1900
Goldcliff 5|COUN000618|S10193,,,,1,2599,1900
Goldcliff 5|COUN000618|S10194,,,,1,2599,1900
Goldcliff 5|COUN000618|S5503,,,,1,2599,1900
Goldcliff 5|COUN000618|S5504,,,,1,2599,1900
Goldcliff 5|COUN000618|S5505,,,,1,2599,1900
Goldcliff Pit 15|COUN000620|S10521,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S10522,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S10523,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S10524,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S10525,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S10526,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2102,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2106,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2109,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2110,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2112,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2113,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2114,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2116,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2121,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2123,,,,1,10000,0
Goldcliff Pit 15|COUN000620|S2125,,,,1,10000,0
Goteborg|COUN000138|s1,,,1,,205,205
Gothenburg|COUN000139|S1,,,,1,400,0
Grateley|COUN001515|F844/2,,,1,,1750,1550
Grateley|COUN001515|F845-8,,,1,,1750,1550
Great Holts Farm|COUN001541|Well_567,,,1,,1600,1540
Great Yarmouth: Fuller's Hill|COUN000142|BugsPresence,,,,1,1550,400
Great Yarmouth: Fuller's Hill|COUN000142|C24,,,,1,1550,400
Grims Ditch South|COUN000143|F3019,,,1,,2726,2345
Grims Ditch South|COUN000143|F3022,,,1,,1917,1629
"Grimsby: Cartergate|COUN001525|Tr_2,_phase_5",,,1,,450,251
Gross Gerau|COUN001434|Wel_25-13,,,,1,2005,1500
Göttingen|COUN000446|S1,,1,,,6884,6749
Hacilar|COUN001095|BugsPresence,,,1,,7550,7000
Hallstätter Salzberg|COUN001259|BugsPresence,,,,1,2599,1900
Halmstad|COUN000145|Karret,,,,1,1550,0
Halmstad|COUN000145|Staden,,,,1,1550,0
Halmstad|COUN000145|Vallgraven,,,,1,1550,0
Hambach|COUN001077|BugsPresence,,,,1,2005,1500
Hanau: Salisweg|COUN001201|BugsPresence,,,,1,2005,1500
Hanau: Salisweg|COUN001201|C1003,,,,1,2005,1500
Hanau: Salisweg|COUN001201|C1004,,,,1,2005,1500
Hanau: Salisweg|COUN001201|C1005,,,,1,2005,1500
Hanau: Salisweg|COUN001201|C1011,,,,1,2005,1500
Hanau: Salisweg|COUN001201|C1012,,,,1,2005,1500
Hanau: Salisweg|COUN001201|C1021,,,,1,2005,1500
Hanau: Salisweg|COUN001201|C1022,,,,1,2005,1500
Hanau: Salisweg|COUN001201|C1023,,,,1,2005,1500
Hanau: Salisweg|COUN001201|S1002,,,,1,2005,1500
Hanau: Salisweg|COUN001201|S1010,,,,1,2005,1500
Happisburgh Site 3|COUN001089|Bed_C,,,,1,2580000,773000
Happisburgh Site 3|COUN001089|Bed_D2,,,,1,2580000,773000
Happisburgh Site 3|COUN001089|Bed_E1,,,,1,2580000,773000
Happisburgh Site 3|COUN001089|Clasts,,,,1,2580000,773000
Harlington|COUN001563|S16186,,,1,,3159,2859
Harlington|COUN001563|S16188,,,1,,3159,2859
Harlington|COUN001563|S16193,,,1,,3159,2859
Harlington|COUN001563|S16220,,,,1,1550,400
Harlington|COUN001563|S16408,,,,1,1907,1540
Harlington|COUN001563|S4817,,,,1,1907,1540
Hasholme Hall|COUN000149|S1,1,,,,2717,2186
Hasholme Hall|COUN000149|S2,1,,,,2717,2186
Hatfield: Trackway site|COUN001362|S1,1,,,,4847,4300
Hatfield: Trackway site|COUN001362|S2,1,,,,4847,4300
Hatfield: Trackway site|COUN001362|S3,1,,,,4847,4300
Hatfield: Trackway site|COUN001362|S4,1,,,,4847,4300
Hatfield: Trackway site|COUN001362|S5,1,,,,4847,4300
Hatfield: Trackway site|COUN001362|S6,1,,,,4847,4300
Haughey's Fort|COUN001397|BugsPresence,,,,1,2599,1900
Hauslabjoch: Ötzi|COUN001267|BugsPresence,1,,,,5314,5068
Hauslabjoch: Ötzi|COUN001608|BugsPresence,,,,,,
Hawara: Mummy 1770|COUN000800|BugsPresence,,,,1,2272,1999
Hayton|COUN000962|Ditch_3_3_(2550),,,,1,1907,1540
Hayton|COUN000962|Ditch_3_3_(2584),,,,1,1907,1540
Hayton|COUN000962|Ditch_3_6,,,,1,1907,1540
Hayton|COUN000962|Well_3_2,,,1,,1600,1540
Healam Bridge|COUN001620|BugsPresence,,,,1,1907,1540
Heathrow Terminal 5|COUN001495|C127158,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C16050,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C17002,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C17032,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C17059,,,,1,1550,400
Heathrow Terminal 5|COUN001495|C17075,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C17076,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C18363,,,,1,2199,1907
Heathrow Terminal 5|COUN001495|C18384,,,,1,1907,1650
Heathrow Terminal 5|COUN001495|C18385,,,,1,1750,1540
Heathrow Terminal 5|COUN001495|C18386,,,,1,1750,1540
Heathrow Terminal 5|COUN001495|C18388,,,,1,1750,1540
Heathrow Terminal 5|COUN001495|C18389,,,,1,1750,1540
Heathrow Terminal 5|COUN001495|C19187,,,,1,1750,1540
Heathrow Terminal 5|COUN001495|C24051,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C27135,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C27154,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C27155,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C27157,,,,1,3549,1949
Heathrow Terminal 5|COUN001495|C27184,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C27185,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C27238,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C27305,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29039,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29047,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29060,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29062,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29065,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29100,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29118,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29130,,,,1,3549,1949
Heathrow Terminal 5|COUN001495|C29135,,,,1,4449,2549
Heathrow Terminal 5|COUN001495|C29140,,,,1,4449,2549
Hedon: Baxtergate|COUN001215|S28,,,,1,1550,400
Hedon: St Augustines Gate|COUN001197|C20,,,1,,550,450
Hedon: St Augustines Gate|COUN001197|C21,,,1,,550,450
Hemingby|COUN001610|S191,,,,1,5000,0
Hemingby|COUN001610|S200,,,,1,5000,0
Hemingby|COUN001610|S211-20,,,,1,5000,0
Hemingby|COUN001610|S211-30,,,,1,5000,0
Hemingby|COUN001610|S211-40,,,,1,5000,0
Hemingby|COUN001610|S211-50,,,,1,5000,0
Hemingby|COUN001610|S211-60,,,,1,5000,0
Hemingby|COUN001610|S211-70,,,,1,5000,0
Hemingby|COUN001610|S3,,,,1,5000,0
Hemingby|COUN001610|S6,,,,1,5000,0
Hemingby|COUN001610|S77,,,,1,5000,0
Hemingby|COUN001610|S78,,,,1,5000,0
Hemingby|COUN001610|S79,,,,1,5000,0
Hemingby|COUN001610|S83,,,,1,5000,0
Hemingby|COUN001610|S90,,,,1,5000,0
Hemingby|COUN001610|S91,,,,1,5000,0
Hen Domen|COUN000153|L11,,,1,,800,700
Hen Domen|COUN000153|L12E,,,1,,727,650
Hen Domen|COUN000153|L13S,,,1,,727,650
Herculaneum|COUN000440|S1,,,1,,1871,1871
Hereford: Berrington Street Site 4|COUN000593|BugsPresence,,,1,,250,230
Hereford: City Arms|COUN000154|S1,,,1,,775,650
Heybridge Hall|COUN001443|BugsPresence,,,,1,400,0
Heybridge: Elms Farm|COUN001556|C18216,,,1,,1905,1751
Heybridge: Elms Farm|COUN001556|C20034,,,1,,1750,1551
Heybridge: Elms Farm|COUN001556|C8196a,,,1,,1800,1751
Heybridge: Elms Farm|COUN001556|C8196b,,,1,,1800,1751
Heybridge: Elms Farm|COUN001556|C8214,,,1,,1800,1751
Heybridge: Elms Farm|COUN001556|C9895,,,1,,1850,1751
Hibaldstow|COUN000156|BugsPresence,,,,1,1907,1540
High Catton|COUN000978|F2073,,,,1,1907,1540
High Catton|COUN000978|F2074,,,1,,1850,1651
High Catton|COUN000978|F2159,,,,1,1907,1540
"High Lodge, Mildenhall|COUN000157|Bulk",,,,1,534000,478000
"High Lodge, Mildenhall|COUN000157|S1",,,,1,534000,478000
"High Lodge, Mildenhall|COUN000157|S115-130",,,,1,534000,478000
"High Lodge, Mildenhall|COUN000157|S20-35",,,,1,534000,478000
"High Lodge, Mildenhall|COUN000157|S55-75",,,,1,534000,478000
"High Lodge, Mildenhall|COUN000157|S95-105",,,,1,534000,478000
Hillfarrance|COUN001564|S304,1,,,,3353,3063
Hillfarrance|COUN001564|S328,1,,,,3353,3063
Hillfarrance|COUN001564|S329,1,,,,3375,3162
Hillfarrance|COUN001564|S331,1,,,,3375,3162
Hillfarrance|COUN001564|S335,1,,,,3375,3162
Hirta|COUN000158|S1,,,1,,50,0
Holár|COUN001632|S1,,,,1,400,0
Holár|COUN001632|S10,,,,1,400,0
Holár|COUN001632|S11,,,,1,400,0
Holár|COUN001632|S12,,,,1,400,0
